Start Latitude [degrees],Start Longitude [degrees],CTD Depth [m],Start Time [UTC]
44.3645,-124.9483333,50.199,2022-08-26 13:57:26+00:00
44.3645,-124.9483333,100.338,2022-08-26 13:57:26+00:00
44.3645,-124.9483333,150.342,2022-08-26 13:57:26+00:00
44.3645,-124.9483333,200.383,2022-08-26 13:57:26+00:00
44.3645,-124.9483333,249.923,2022-08-26 13:57:26+00:00
44.3645,-124.9483333,299.888,2022-08-26 13:57:26+00:00
44.3645,-124.9483333,400.115,2022-08-26 13:57:26+00:00
44.3645,-124.9483333,549.54,2022-08-26 13:57:26+00:00
44.3645,-124.9483333,578.256,2022-08-26 13:57:26+00:00
44.52416667,-125.3753333,9.405,2022-08-27 07:31:33+00:00
44.52416667,-125.3753333,29.749,2022-08-27 07:31:33+00:00
44.52416667,-125.3753333,49.991,2022-08-27 07:31:33+00:00
44.52416667,-125.3753333,100.573,2022-08-27 07:31:33+00:00
44.52416667,-125.3753333,250.406,2022-08-27 07:31:33+00:00
44.52416667,-125.3753333,500.506,2022-08-27 07:31:33+00:00
44.52416667,-125.3753333,999.816,2022-08-27 07:31:33+00:00
44.52416667,-125.3753333,2000.402,2022-08-27 07:31:33+00:00
44.52416667,-125.3753333,2749.802,2022-08-27 07:31:33+00:00
44.52416667,-125.3753333,2894.705,2022-08-27 07:31:33+00:00
45.83433333,-129.7583333,9.993,2022-08-28 17:26:38+00:00
45.83433333,-129.7583333,29.793,2022-08-28 17:26:38+00:00
45.83433333,-129.7583333,49.556,2022-08-28 17:26:38+00:00
45.83433333,-129.7583333,99.896,2022-08-28 17:26:38+00:00
45.83433333,-129.7583333,250.347,2022-08-28 17:26:38+00:00
45.83433333,-129.7583333,500.003,2022-08-28 17:26:38+00:00
45.83433333,-129.7583333,999.676,2022-08-28 17:26:38+00:00
45.83433333,-129.7583333,2000.293,2022-08-28 17:26:38+00:00
45.83433333,-129.7583333,2400.397,2022-08-28 17:26:38+00:00
45.83433333,-129.7583333,2599.15,2022-08-28 17:26:38+00:00
44.37716667,-124.9526667,10.085,2022-09-04 03:29:45+00:00
44.37716667,-124.9526667,19.965,2022-09-04 03:29:45+00:00
44.37716667,-124.9526667,39.901,2022-09-04 03:29:45+00:00
44.37716667,-124.9526667,59.966,2022-09-04 03:29:45+00:00
44.37716667,-124.9526667,79.881,2022-09-04 03:29:45+00:00
44.37716667,-124.9526667,99.949,2022-09-04 03:29:45+00:00
44.37716667,-124.9526667,120.181,2022-09-04 03:29:45+00:00
44.37716667,-124.9526667,139.754,2022-09-04 03:29:45+00:00
44.37716667,-124.9526667,140.186,2022-09-04 03:29:45+00:00
44.37716667,-124.9526667,159.794,2022-09-04 03:29:45+00:00
44.37716667,-124.9526667,180.202,2022-09-04 03:29:45+00:00
44.37716667,-124.9526667,200.353,2022-09-04 03:29:45+00:00
44.37716667,-124.9526667,219.8,2022-09-04 03:29:45+00:00
44.53133333,-125.3833333,10.101,2022-09-15 22:36:55+00:00
44.53133333,-125.3833333,19.774,2022-09-15 22:36:55+00:00
44.53133333,-125.3833333,39.887,2022-09-15 22:36:55+00:00
44.53133333,-125.3833333,60.579,2022-09-15 22:36:55+00:00
44.53133333,-125.3833333,80.4,2022-09-15 22:36:55+00:00
44.53133333,-125.3833333,99.658,2022-09-15 22:36:55+00:00
44.53133333,-125.3833333,120.344,2022-09-15 22:36:55+00:00
44.53133333,-125.3833333,140.065,2022-09-15 22:36:55+00:00
44.53133333,-125.3833333,159.799,2022-09-15 22:36:55+00:00
44.53133333,-125.3833333,180.489,2022-09-15 22:36:55+00:00
44.53133333,-125.3833333,180.705,2022-09-15 22:36:55+00:00
44.53133333,-125.3833333,199.896,2022-09-15 22:36:55+00:00
44.53133333,-125.3833333,200.121,2022-09-15 22:36:55+00:00
44.53133333,-125.3833333,220.563,2022-09-15 22:36:55+00:00
44.53133333,-125.3833333,220.658,2022-09-15 22:36:55+00:00
44.3715,-124.9615,10.217,2023-08-15 06:40:20+00:00
44.3715,-124.9615,20.046,2023-08-15 06:40:20+00:00
44.3715,-124.9615,40.21,2023-08-15 06:40:20+00:00
44.3715,-124.9615,59.606,2023-08-15 06:40:20+00:00
44.3715,-124.9615,79.897,2023-08-15 06:40:20+00:00
44.3715,-124.9615,99.475,2023-08-15 06:40:20+00:00
44.3715,-124.9615,120.492,2023-08-15 06:40:20+00:00
44.3715,-124.9615,139.622,2023-08-15 06:40:20+00:00
44.3715,-124.9615,159.706,2023-08-15 06:40:20+00:00
44.3715,-124.9615,180.208,2023-08-15 06:40:20+00:00
44.3715,-124.9615,199.504,2023-08-15 06:40:20+00:00
44.3715,-124.9615,219.369,2023-08-15 06:40:20+00:00
44.53283333,-125.3916667,9.954,2023-08-16 22:53:46+00:00
44.53283333,-125.3916667,20.331,2023-08-16 22:53:46+00:00
44.53283333,-125.3916667,40.166,2023-08-16 22:53:46+00:00
44.53283333,-125.3916667,59.978,2023-08-16 22:53:46+00:00
44.53283333,-125.3916667,80.016,2023-08-16 22:53:46+00:00
44.53283333,-125.3916667,99.995,2023-08-16 22:53:46+00:00
44.53283333,-125.3916667,120.27,2023-08-16 22:53:46+00:00
44.53283333,-125.3916667,140.309,2023-08-16 22:53:46+00:00
44.53283333,-125.3916667,160.191,2023-08-16 22:53:46+00:00
44.53283333,-125.3916667,179.899,2023-08-16 22:53:46+00:00
44.53283333,-125.3916667,200.542,2023-08-16 22:53:46+00:00
44.53283333,-125.3916667,221.228,2023-08-16 22:53:46+00:00
45.83433333,-129.7468333,10.07,2023-08-25 11:29:03+00:00
45.83433333,-129.7468333,19.855,2023-08-25 11:29:03+00:00
45.83433333,-129.7468333,39.944,2023-08-25 11:29:03+00:00
45.83433333,-129.7468333,60.376,2023-08-25 11:29:03+00:00
45.83433333,-129.7468333,79.807,2023-08-25 11:29:03+00:00
45.83433333,-129.7468333,100.284,2023-08-25 11:29:03+00:00
45.83433333,-129.7468333,119.992,2023-08-25 11:29:03+00:00
45.83433333,-129.7468333,140.189,2023-08-25 11:29:03+00:00
45.83433333,-129.7468333,160.347,2023-08-25 11:29:03+00:00
45.83433333,-129.7468333,179.424,2023-08-25 11:29:03+00:00
45.83433333,-129.7468333,200.336,2023-08-25 11:29:03+00:00
45.83433333,-129.7468333,200.532,2023-08-25 11:29:03+00:00
45.83433333,-129.7468333,219.828,2023-08-25 11:29:03+00:00
45.83433333,-129.7468333,219.912,2023-08-25 11:29:03+00:00
45.82466667,-129.7596667,10.14,2023-09-03 04:41:43+00:00
45.82466667,-129.7596667,30.016,2023-09-03 04:41:43+00:00
45.82466667,-129.7596667,49.631,2023-09-03 04:41:43+00:00
45.82466667,-129.7596667,99.667,2023-09-03 04:41:43+00:00
45.82466667,-129.7596667,249.643,2023-09-03 04:41:43+00:00
45.82466667,-129.7596667,499.215,2023-09-03 04:41:43+00:00
45.82466667,-129.7596667,1001.272,2023-09-03 04:41:43+00:00
45.82466667,-129.7596667,2001.048,2023-09-03 04:41:43+00:00
45.82466667,-129.7596667,2400.427,2023-09-03 04:41:43+00:00
45.82466667,-129.7596667,2600.122,2023-09-03 04:41:43+00:00
44.3715,-124.9576667,200.267,2023-09-09 11:33:18+00:00
44.3715,-124.9576667,225.029,2023-09-09 11:33:18+00:00
44.3715,-124.9576667,250.114,2023-09-09 11:33:18+00:00
44.3715,-124.9576667,275.168,2023-09-09 11:33:18+00:00
44.3715,-124.9576667,300.075,2023-09-09 11:33:18+00:00
44.3715,-124.9576667,325.392,2023-09-09 11:33:18+00:00
44.3715,-124.9576667,350.04,2023-09-09 11:33:18+00:00
44.3715,-124.9576667,350.052,2023-09-09 11:33:18+00:00
44.3715,-124.9576667,399.521,2023-09-09 11:33:18+00:00
44.3715,-124.9576667,450.175,2023-09-09 11:33:18+00:00
44.3715,-124.9576667,500.147,2023-09-09 11:33:18+00:00
44.3715,-124.9576667,550.169,2023-09-09 11:33:18+00:00
44.3715,-124.9576667,569.943,2023-09-09 11:33:18+00:00
44.3725,-124.9513333,200.331,2023-09-11 06:29:27+00:00
44.3725,-124.9513333,250.12,2023-09-11 06:29:27+00:00
44.3725,-124.9513333,275.581,2023-09-11 06:29:27+00:00
44.3725,-124.9513333,299.686,2023-09-11 06:29:27+00:00
44.3725,-124.9513333,350.23,2023-09-11 06:29:27+00:00
44.3725,-124.9513333,400.25,2023-09-11 06:29:27+00:00
44.3725,-124.9513333,450.199,2023-09-11 06:29:27+00:00
44.3725,-124.9513333,500.163,2023-09-11 06:29:27+00:00
44.3725,-124.9513333,525.43,2023-09-11 06:29:27+00:00
44.3725,-124.9513333,560.268,2023-09-11 06:29:27+00:00
44.3725,-124.9513333,560.297,2023-09-11 06:29:27+00:00
44.52366667,-125.3756667,199.873,2023-09-11 19:35:36+00:00
44.52366667,-125.3756667,300.38,2023-09-11 19:35:36+00:00
44.52366667,-125.3756667,499.731,2023-09-11 19:35:36+00:00
44.52366667,-125.3756667,749.84,2023-09-11 19:35:36+00:00
44.52366667,-125.3756667,1000.089,2023-09-11 19:35:36+00:00
44.52366667,-125.3756667,1250.017,2023-09-11 19:35:36+00:00
44.52366667,-125.3756667,1500.024,2023-09-11 19:35:36+00:00
44.52366667,-125.3756667,1749.672,2023-09-11 19:35:36+00:00
44.52366667,-125.3756667,2000.166,2023-09-11 19:35:36+00:00
44.52366667,-125.3756667,2500.246,2023-09-11 19:35:36+00:00
44.52366667,-125.3756667,2749.408,2023-09-11 19:35:36+00:00
44.52366667,-125.3756667,2890.114,2023-09-11 19:35:36+00:00
45.83466667,-129.7591667,200.029,2023-09-12 23:09:40+00:00
45.83466667,-129.7591667,300.297,2023-09-12 23:09:40+00:00
45.83466667,-129.7591667,499.259,2023-09-12 23:09:40+00:00
45.83466667,-129.7591667,751.185,2023-09-12 23:09:40+00:00
45.83466667,-129.7591667,1250.064,2023-09-12 23:09:40+00:00
45.83466667,-129.7591667,1499.862,2023-09-12 23:09:40+00:00
45.83466667,-129.7591667,1749.064,2023-09-12 23:09:40+00:00
45.83466667,-129.7591667,1999.07,2023-09-12 23:09:40+00:00
45.83466667,-129.7591667,2249.066,2023-09-12 23:09:40+00:00
45.83466667,-129.7591667,2589.071,2023-09-12 23:09:40+00:00
44.37233333,-124.951,199.951,2023-09-15 15:40:56+00:00
44.37233333,-124.951,224.998,2023-09-15 15:40:56+00:00
44.37233333,-124.951,250.432,2023-09-15 15:40:56+00:00
44.37233333,-124.951,275.159,2023-09-15 15:40:56+00:00
44.37233333,-124.951,300.321,2023-09-15 15:40:56+00:00
44.37233333,-124.951,325.781,2023-09-15 15:40:56+00:00
44.37233333,-124.951,350.008,2023-09-15 15:40:56+00:00
44.37233333,-124.951,399.93,2023-09-15 15:40:56+00:00
44.37233333,-124.951,450.034,2023-09-15 15:40:56+00:00
44.37233333,-124.951,499.719,2023-09-15 15:40:56+00:00
44.37233333,-124.951,525.285,2023-09-15 15:40:56+00:00
44.3695,-124.96133,10.195,2024-08-09 07:03:31+00:00
44.3695,-124.96133,20.174,2024-08-09 07:03:31+00:00
44.3695,-124.96133,41.943,2024-08-09 07:03:31+00:00
44.3695,-124.96133,61.5,2024-08-09 07:03:31+00:00
44.3695,-124.96133,81.245,2024-08-09 07:03:31+00:00
44.3695,-124.96133,100.573,2024-08-09 07:03:31+00:00
44.3695,-124.96133,120.812,2024-08-09 07:03:31+00:00
44.3695,-124.96133,139.73,2024-08-09 07:03:31+00:00
44.3695,-124.96133,160.169,2024-08-09 07:03:31+00:00
44.3695,-124.96133,180,2024-08-09 07:03:31+00:00
44.3695,-124.96133,200.179,2024-08-09 07:03:31+00:00
44.3695,-124.96133,220.283,2024-08-09 07:03:31+00:00
44.52467,-125.38783,11.584,2024-08-09 19:36:49+00:00
44.52467,-125.38783,21.423,2024-08-09 19:36:49+00:00
44.52467,-125.38783,41.348,2024-08-09 19:36:49+00:00
44.52467,-125.38783,61.139,2024-08-09 19:36:49+00:00
44.52467,-125.38783,80.981,2024-08-09 19:36:49+00:00
44.52467,-125.38783,100.4,2024-08-09 19:36:49+00:00
44.52467,-125.38783,120.578,2024-08-09 19:36:49+00:00
44.52467,-125.38783,140.06,2024-08-09 19:36:49+00:00
44.52467,-125.38783,160.382,2024-08-09 19:36:49+00:00
44.52467,-125.38783,180.268,2024-08-09 19:36:49+00:00
44.52467,-125.38783,200.43,2024-08-09 19:36:49+00:00
44.52467,-125.38783,220.465,2024-08-09 19:36:49+00:00
45.82667,-129.749,9.895,2024-08-12 01:28:09+00:00
45.82667,-129.749,19.759,2024-08-12 01:28:09+00:00
45.82667,-129.749,39.948,2024-08-12 01:28:09+00:00
45.82667,-129.749,61.538,2024-08-12 01:28:09+00:00
45.82667,-129.749,81.509,2024-08-12 01:28:09+00:00
45.82667,-129.749,100.039,2024-08-12 01:28:09+00:00
45.82667,-129.749,120.734,2024-08-12 01:28:09+00:00
45.82667,-129.749,140.71,2024-08-12 01:28:09+00:00
45.82667,-129.749,160.46,2024-08-12 01:28:09+00:00
45.82667,-129.749,180.741,2024-08-12 01:28:09+00:00
45.82667,-129.749,200.325,2024-08-12 01:28:09+00:00
45.82667,-129.749,220.695,2024-08-12 01:28:09+00:00
44.53167,-125.38033,200.408,2024-08-23 09:16:46+00:00
44.53167,-125.38033,254.854,2024-08-23 09:16:46+00:00
44.53167,-125.38033,499.638,2024-08-23 09:16:46+00:00
44.53167,-125.38033,750.307,2024-08-23 09:16:46+00:00
44.53167,-125.38033,1000.627,2024-08-23 09:16:46+00:00
44.53167,-125.38033,1250.013,2024-08-23 09:16:46+00:00
44.53167,-125.38033,1750.641,2024-08-23 09:16:46+00:00
44.53167,-125.38033,1999.473,2024-08-23 09:16:46+00:00
44.53167,-125.38033,1999.871,2024-08-23 09:16:46+00:00
44.53167,-125.38033,2500.226,2024-08-23 09:16:46+00:00
44.53167,-125.38033,2749.085,2024-08-23 09:16:46+00:00
44.37233,-124.95267,200.609,2024-08-28 03:28:33+00:00
44.37233,-124.95267,250.411,2024-08-28 03:28:33+00:00
44.37233,-124.95267,275.453,2024-08-28 03:28:33+00:00
44.37233,-124.95267,300.324,2024-08-28 03:28:33+00:00
44.37233,-124.95267,325.395,2024-08-28 03:28:33+00:00
44.37233,-124.95267,400.47,2024-08-28 03:28:33+00:00
44.37233,-124.95267,450.723,2024-08-28 03:28:33+00:00
44.37233,-124.95267,500.766,2024-08-28 03:28:33+00:00
44.37233,-124.95267,550.224,2024-08-28 03:28:33+00:00
45.82633,-129.76333,200.583,2024-08-29 22:36:03+00:00
45.82633,-129.76333,300.643,2024-08-29 22:36:03+00:00
45.82633,-129.76333,500.342,2024-08-29 22:36:03+00:00
45.82633,-129.76333,750.2,2024-08-29 22:36:03+00:00
45.82633,-129.76333,1001.141,2024-08-29 22:36:03+00:00
45.82633,-129.76333,1250.79,2024-08-29 22:36:03+00:00
45.82633,-129.76333,1750.574,2024-08-29 22:36:03+00:00
45.82633,-129.76333,2000.807,2024-08-29 22:36:03+00:00
45.82633,-129.76333,2250.931,2024-08-29 22:36:03+00:00
45.82633,-129.76333,2400.683,2024-08-29 22:36:03+00:00
