Cruise,Station,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth at Start Position [m],CTD File,CTD File Flag,Niskin/Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],CTD Pressure [db],CTD Pressure Flag,CTD Depth [m],CTD Latitude [deg],CTD Longitude [deg],CTD Temperature 1 [deg C],CTD Temperature 1 Flag,CTD Temperature 2 [deg C],CTD Temperature 2 Flag,CTD Conductivity 1 [S/m],CTD Conductivity 1 Flag,CTD Conductivity 2 [S/m],CTD Conductivity 2 Flag,CTD Salinity 1 [psu],CTD Salinity 2 [psu],CTD Oxygen [mL/L],CTD Oxygen Flag,CTD Oxygen Saturation [mL/L],CTD Fluorescence [mg/m^3],CTD Fluorescence Flag,CTD Beam Attenuation [1/m],CTD Beam Transmission [%],CTD Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Replicate Flag,Discrete Chlorophyll [ug/L],Discrete Phaeopigment [ug/L],Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Replicate Flag,Discrete Phosphate [uM],Discrete Silicate [uM],Discrete Nitrate [uM],Discrete Nitrite [uM],Discrete Ammonium [uM],Discrete Nutrients Flag,Discrete Nutrients Replicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Replicate Flag,Discrete Alkalinity [umol/kg],Discrete Alkalinity Flag,Discrete Alkalinity Replicate Flag,Discrete DIC [umol/kg],Discrete DIC Flag,Discrete DIC Replicate Flag,Discrete pCO2 [uatm],pCO2 Analysis Temp [deg C],Discrete pCO2 Flag,Discrete pCO2 Replicate Flag,Discrete pH [Total scale],pH Analysis Temp [deg C],Discrete pH Flag,Discrete pH Replicate Flag,Calculated Alkalinity [umol/kg],Calculated DIC [umol/kg],Calculated pCO2 [uatm],Calculated pH,Calculated CO2aq [umol/kg],Calculated Bicarb [umol/kg],Calculated CO3 [umol/kg],Calculated Omega-C,Calculated Omega-A
AT50-29,Oregon Offshore Shallow Profiler,CE04OSPS,44.3695,-124.96133,2024-08-09T07:03:31.000Z,CTD-001,*0000000000000100,597,AT50-29_CTD-001,*0000000000000100,3,*0000000000000100,2024-08-09T07:18:33.000Z,201.904,*0000000001000100,200.179,44.36946,-124.96136,7.1444,*0000000001000100,7.1441,*0000000001000100,3.457524,*0000000001000100,3.457399,*0000000001000100,33.977,33.9759,1.4584,*0000000011000100,6.77421,0.0409,*0000000001000100,0.199,95.1469,*0000000000000100,7.58,*0000000001000100,1.145299685,*0000000010000000,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Oregon Offshore Shallow Profiler,CE04OSPS,44.3695,-124.96133,2024-08-09T07:03:31.000Z,CTD-001,*0000000000000100,597,AT50-29_CTD-001,*0000000000000100,1,*0000000000000100,2024-08-09T07:15:34.000Z,222.193,*0000000001000100,220.283,44.36946,-124.96136,7.1196,*0000000001000100,7.1192,*0000000001000100,3.456751,*0000000011000100,3.456614,*0000000011000100,33.9831,33.9819,1.4752,*0000000001000100,6.77779,0.0416,*0000000001000100,0.1937,95.2736,*0000000000000100,7.585,*0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.58802711,57.53922102,36.68619104,0.064412216,0.111167678,-9999999,*0000000000000100,33.99489145,-9999999,*0000000000000100,-9999999,-9999999,-9999999,2299,-9999999,*0000000000000100,1050.01,22.8,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2328.2,-9999999,-9999999,7.652,51.09,2194.86,53.05,1.18,0.764
AT50-29,Oregon Shelf BEP,CE02SHBP,44.63382,-124.30755,2024-08-16T14:08:55.857Z,J2-1621,*0010000000000000,80,AT50-29_J2-1621,*0000000000000100,Aft Port,*0000000000000100,2024-08-16T14:09:55.857Z,78.360825,*0000000000000100,-9999999,-9999999,-9999999,7.275149167,*0000000000000100,-9999999,-9999999,3.450527,*0000000010000100,-9999999,-9999999,33.83225083,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,33.88619702,-9999999,*0000000000000100,-9999999,-9999999,-9999999,2322.71,-9999999,*0000000000000100,1788.54,21.4,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2284.21,-9999999,-9999999,7.43,86.64,2204.38,31.7,0.726,0.469
AT50-29,Oregon Shelf BEP,CE02SHBP,44.63381,-124.30754,2024-08-16T14:09:45.686Z,J2-1621,*0010000000000000,80,AT50-29_J2-1621,*0000000000000100,Forward Port,*0000000000000100,2024-08-16T14:10:45.686Z,78.36394167,*0000000000000100,-9999999,-9999999,-9999999,7.275156667,*0000000000000100,-9999999,-9999999,3.450527,*0000000000000100,-9999999,-9999999,33.83224667,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-0.013331242,-9999999,*0000000000001000,0.292755573,1.408610899,1.130773845,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Oregon Shelf BEP,CE02SHBP,44.63381,-124.30754,2024-08-16T14:09:45.686Z,J2-1621,*0010000000000000,80,AT50-29_J2-1621,*0000000000000100,Forward Port,*0000000000000100,2024-08-16T14:10:45.686Z,78.36394167,*0000000000000100,-9999999,-9999999,-9999999,7.275156667,*0000000000000100,-9999999,-9999999,3.450527,*0000000000000100,-9999999,-9999999,33.83224667,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.080906074,-9999999,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Oregon Shelf BEP,CE02SHBP,44.63372,-124.30836,2024-08-19T03:33:39.733Z,J2-1623,*0010000000000000,82,AT50-29_J2-1623,*0000000000000100,Aft Starboard,*0000000000100000,2024-08-19T03:34:39.733Z,80.07520833,*0000000000000100,-9999999,-9999999,-9999999,7.27655,*0000000000000100,-9999999,-9999999,3.450723,*0000000010000100,-9999999,-9999999,33.83218667,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,33.88051899,-9999999,*0000000000000100,-9999999,-9999999,-9999999,2314.66,-9999999,*0000000000000100,1540.01,21.9,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2295.82,-9999999,-9999999,7.495,74.59,2203.28,36.78,0.842,0.545
AT50-29,Oregon Shelf BEP,CE02SHBP,44.63372,-124.30836,2024-08-19T03:32:00.670Z,J2-1623,*0010000000000000,82,AT50-29_J2-1623,*0000000000000100,Forward Starboard,*0000000000000100,2024-08-19T03:33:00.670Z,79.70475,*0000000000000100,-9999999,-9999999,-9999999,7.277211667,*0000000000000100,-9999999,-9999999,3.45076225,*0000000000000100,-9999999,-9999999,33.83214167,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.4968207,-9999999,*0000000000001000,0.206808983,0.851059252,1.148576942,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Oregon Shelf BEP,CE02SHBP,44.63372,-124.30836,2024-08-19T03:32:00.670Z,J2-1623,*0010000000000000,82,AT50-29_J2-1623,*0000000000000100,Forward Starboard,*0000000000000100,2024-08-19T03:33:00.670Z,79.70475,*0000000000000100,-9999999,-9999999,-9999999,7.277211667,*0000000000000100,-9999999,-9999999,3.45076225,*0000000000000100,-9999999,-9999999,33.83214167,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.497366942,-9999999,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Slope Base Deep Profiler,RS01SBPD,44.53167,-125.38033,2024-08-23T09:16:46.000Z,CTD-005,*0000000000000100,2900,AT50-29_CTD-005,*0000000000000100,23,*0000000000000100,2024-08-23T11:42:09.000Z,202.139,*0000000001000100,200.408,44.53166,-125.3804,6.7571,*0000000001000100,6.7513,*0000000001000100,3.418281,*0000000001000100,3.417777,*0000000001000100,33.9279,33.9281,2.1853,*0000000011000100,6.83693,0.0238,*0000000011000100,0.0261,99.3495,*0000000000000100,-9999999,*0000000001000100,2.143123831,-9999999,*0000000000000100,0.002685831,0.042221262,1.045454545,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Slope Base Deep Profiler,RS01SBPD,44.53167,-125.38033,2024-08-23T09:16:46.000Z,CTD-005,*0000000000000100,2900,AT50-29_CTD-005,*0000000000000100,22,*0000000000000100,2024-08-23T11:33:40.000Z,257.089,*0000000001000100,254.854,44.53166,-125.3804,6.3837,*0000000001000100,6.3837,*0000000001000100,3.39094,*0000000011000100,3.390979,*0000000011000100,33.9683,33.9687,1.7783,*0000000011000100,6.89438,0.0299,*0000000011000100,0.0234,99.4175,*0000000000000100,-9999999,*0000000001000100,1.592971312,-9999999,*0000000000000100,0.004700204,0.03510381,1.08974359,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,33.97549871,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Slope Base Deep Profiler,RS01SBPD,44.53167,-125.38033,2024-08-23T09:16:46.000Z,CTD-005,*0000000000000100,2900,AT50-29_CTD-005,*0000000000000100,19,*0000000000000100,2024-08-23T11:27:47.000Z,504.319,*0000000001000100,499.638,44.53165,-125.3804,5.0723,*0000000001000100,5.0724,*0000000001000100,3.298888,*0000000001000100,3.298839,*0000000001000100,34.1242,34.1234,0.6253,*0000000011000100,7.10259,0.0412,*0000000001000100,0.0183,99.5444,*0000000000000100,-9999999,*0000000001000100,0.23446972,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Slope Base Deep Profiler,RS01SBPD,44.53167,-125.38033,2024-08-23T09:16:46.000Z,CTD-005,*0000000000000100,2900,AT50-29_CTD-005,*0000000000000100,17,*0000000000000100,2024-08-23T11:19:46.000Z,757.797,*0000000001000100,750.307,44.53165,-125.3804,4.1682,*0000000001000100,4.168,*0000000001000100,3.245237,*0000000011000100,3.245162,*0000000011000100,34.3012,34.3006,0.2241,*0000000011000100,7.24943,0.0344,*0000000011000100,0.0126,99.6858,*0000000000000100,-9999999,*0000000001000100,-0.253000269,-9999999,*0000000000000100,0.001342915,0.013456013,1.068965517,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,34.33268174,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Slope Base Deep Profiler,RS01SBPD,44.53167,-125.38033,2024-08-23T09:16:46.000Z,CTD-005,*0000000000000100,2900,AT50-29_CTD-005,*0000000000000100,15,*0000000000000100,2024-08-23T11:11:33.000Z,1011.229,*0000000001000100,1000.627,44.53166,-125.3804,3.5511,*0000000001000100,3.551,*0000000001000100,3.210705,*0000000001000100,3.210626,*0000000001000100,34.4066,34.4057,0.2817,*0000000011000100,7.35365,0.0412,*0000000001000100,0.0104,99.7404,*0000000000000100,-9999999,*0000000001000100,-0.050901626,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Slope Base Deep Profiler,RS01SBPD,44.53167,-125.38033,2024-08-23T09:16:46.000Z,CTD-005,*0000000000000100,2900,AT50-29_CTD-005,*0000000000000100,13,*0000000000000100,2024-08-23T11:03:38.000Z,1264.017,*0000000001000100,1250.013,44.53166,-125.3804,3.0407,*0000000001000100,3.0407,*0000000001000100,3.182306,*0000000011000100,3.182224,*0000000011000100,34.4744,34.4734,0.4758,*0000000011000100,7.44288,0.0384,*0000000011000100,0.0099,99.7519,*0000000000000100,-9999999,*0000000001000100,0.027868073,-9999999,*0000000000000100,0.002014373,0.0092124,1.136363636,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,34.53211286,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Slope Base Deep Profiler,RS01SBPD,44.53167,-125.38033,2024-08-23T09:16:46.000Z,CTD-005,*0000000000000100,2900,AT50-29_CTD-005,*0000000000000100,9,*0000000000000100,2024-08-23T10:48:23.000Z,1772.381,*0000000001000100,1750.641,44.53165,-125.3804,2.2821,*0000000001000100,2.2821,*0000000001000100,3.144254,*0000000001000100,3.144145,*0000000001000100,34.5612,34.5598,1.0952,*0000000011000100,7.57987,0.0315,*0000000011000100,0.0187,99.5334,*0000000000000100,-9999999,*0000000001000100,0.777815665,-9999999,*0000000000000100,0.004700204,0.024387345,1.122807018,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Slope Base Deep Profiler,RS01SBPD,44.53167,-125.38033,2024-08-23T09:16:46.000Z,CTD-005,*0000000000000100,2900,AT50-29_CTD-005,*0000000000000100,8,*0000000000000100,2024-08-23T10:41:24.000Z,2025.508,*0000000001000100,1999.473,44.53166,-125.3804,1.98,*0000000001000100,1.9801,*0000000001000100,3.130837,*0000000001000100,3.130716,*0000000001000100,34.5934,34.5918,1.4148,*0000000011000100,7.63579,0.032,*0000000001000100,0.0133,99.6677,*0000000000000100,-9999999,*0000000001000100,1.133640977,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Slope Base Deep Profiler,RS01SBPD,44.53167,-125.38033,2024-08-23T09:16:46.000Z,CTD-005,*0000000000000100,2900,AT50-29_CTD-005,*0000000000000100,7,*0000000000000100,2024-08-23T10:40:54.000Z,2025.913,*0000000001000100,1999.871,44.53166,-125.3804,1.9782,*0000000001000100,1.9783,*0000000001000100,3.13072,*0000000011000100,3.130607,*0000000011000100,34.5937,34.5922,1.4153,*0000000001000100,7.63612,0.0372,*0000000011000100,0.013,99.6759,*0000000000000100,-9999999,*0000000001000100,-9999999,-9999999,-9999999,0.004028746,0.009749566,1.222222222,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,34.6049822,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Slope Base Deep Profiler,RS01SBPD,44.53167,-125.38033,2024-08-23T09:16:46.000Z,CTD-005,*0000000000000100,2900,AT50-29_CTD-005,*0000000000000100,5,*0000000000000100,2024-08-23T10:29:17.000Z,2535.798,*0000000001000100,2500.226,44.53166,-125.3804,1.7377,*0000000001000100,1.7381,*0000000001000100,3.133166,*0000000001000100,3.133052,*0000000001000100,34.6339,34.6321,1.8875,*0000000011000100,7.6804,0.0282,*0000000001000100,0.0145,99.6387,*0000000000000100,-9999999,*0000000001000100,1.705376817,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Slope Base Deep Profiler,RS01SBPD,44.53167,-125.38033,2024-08-23T09:16:46.000Z,CTD-005,*0000000000000100,2900,AT50-29_CTD-005,*0000000000000100,3,*0000000000000100,2024-08-23T10:22:07.000Z,2789.841,*0000000001000100,2749.085,44.53164,-125.3804,1.7178,*0000000001000100,1.7183,*0000000001000100,3.141696,*0000000011000100,3.141564,*0000000011000100,34.6405,34.6384,1.9526,*0000000011000100,7.68391,0.03,*0000000001000100,0.0173,99.568,*0000000000000100,-9999999,*0000000001000100,1.807480773,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,34.65724316,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Slope Base Junction Box LJ01A,"CTDPFB101,DOSTAD101",44.50179,-125.40903,2024-08-15T03:30:36.149Z,J2-1617,*0010000000000000,2902,AT50-29_J2-1617,*0000000000000100,Aft Starboard,*0000000000000100,2024-08-15T03:31:36.149Z,2950.590575,*0000000000000100,-9999999,-9999999,-9999999,1.731626667,*0000000000000100,-9999999,-9999999,3.144395,*0000000010000100,-9999999,-9999999,34.58466083,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.003357289,0.015524103,1.135135135,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,34.66136956,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Slope Base Junction Box LJ01A,"CTDPFB101,DOSTAD101",44.50179,-125.40903,2024-08-15T03:31:20.644Z,J2-1617,*0010000000000000,2902,AT50-29_J2-1617,*0000000000000100,Forward Starboard,*0000000000001000,2024-08-15T03:32:20.644Z,2950.601675,*0000000000000100,-9999999,-9999999,-9999999,1.732066667,*0000000000000100,-9999999,-9999999,3.144433,*0000000000000100,-9999999,-9999999,34.58464833,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1.852898232,-9999999,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Slope Base Junction Box LJ01A,"CTDPFB101,DOSTAD101",44.50179,-125.40903,2024-08-15T03:31:20.644Z,J2-1617,*0010000000000000,2902,AT50-29_J2-1617,*0000000000000100,Forward Starboard,*0000000000001000,2024-08-15T03:32:20.644Z,2950.601675,*0000000000000100,-9999999,-9999999,-9999999,1.732066667,*0000000000000100,-9999999,-9999999,3.144433,*0000000000000100,-9999999,-9999999,34.58464833,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1.994798482,-9999999,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Slope Base Shallow Profiler,RS01SBPS,44.51167,-125.39967,2024-08-10T08:15:39.000Z,CTD-003,*0000000000000100,3005,AT50-29_CTD-003,*0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Slope Base Shallow Profiler,RS01SBPS,44.50178,-125.40856,2024-08-09T12:15:04.482Z,J2-1605,*0010000000000001,2922,AT50-29_J2-1605,*0000000000000100,Aft,*0000000000000100,2024-08-09T12:16:04.482Z,190.7573167,*0000000000000100,-9999999,-9999999,-9999999,7.317421667,*0000000000000100,-9999999,-9999999,3.460856417,*0000000010000100,-9999999,-9999999,33.84903833,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.908482318,0.249406262,1.596297929,-9999999,*0000000000000100,2.185083441,44.83590728,31.92303042,-0.002103507,0.042249242,*0000000000000010,*0000000000000100,33.9075399,-9999999,*0000000000000100,-9999999,-9999999,-9999999,2259.34,-9999999,*0000000000000100,874.31,22.3,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2310.74,-9999999,-9999999,7.725,42.29,2155.19,61.86,1.383,0.896
AT50-29,Slope Base Shallow Profiler,RS01SBPS,44.50178,-125.40856,2024-08-09T12:15:49.367Z,J2-1605,*0010000000000001,2922,AT50-29_J2-1605,*0000000000000100,Forward,*0000000000001000,2024-08-09T12:16:49.367Z,190.7402167,*0000000000000100,-9999999,-9999999,-9999999,7.314789167,*0000000000000100,-9999999,-9999999,3.460741833,*0000000000000100,-9999999,-9999999,33.85037417,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,3.499898835,*0000000010000000,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Slope Base Shallow Profiler,RS01SBPS,44.52467,-125.38783,2024-08-09T19:36:49.000Z,CTD-002,*0000000000000100,2923,AT50-20_CTD-002,*0000000000000100,23,*0000000000000100,2024-08-09T20:42:04.000Z,11.679,*0000000001000100,11.584,44.5247,-125.38778,17.909,*0000000001000100,17.9084,*0000000001000100,4.190553,*0000000011000100,4.190494,*0000000011000100,31.6794,31.6794,5.4667,*0000000011000100,5.48877,0.1586,*0000000001000100,0.1315,96.768,*0000000000000100,8.228,*0000000011000100,5.431768534,-9999999,*0000000000001000,-9999999,-9999999,-9999999,-9999999,*0000000000000100,0.248371399,2.939903874,0.426306297,0.003940576,0.038121148,-9999999,*0000000000000100,31.69065818,-9999999,*0000000000000100,-9999999,-9999999,-9999999,1975.41,-9999999,*0000000000000100,377.7,22.4,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2192.61,-9999999,-9999999,8.057,13.22,1806.36,155.82,3.707,2.442
AT50-29,Slope Base Shallow Profiler,RS01SBPS,44.52467,-125.38783,2024-08-09T19:36:49.000Z,CTD-002,*0000000000000100,2923,AT50-20_CTD-002,*0000000000000100,23,*0000000000000100,2024-08-09T20:42:04.000Z,11.679,*0000000001000100,11.584,44.5247,-125.38778,17.909,*0000000001000100,17.9084,*0000000001000100,4.190553,*0000000001000100,4.190494,*0000000001000100,31.6794,31.6794,5.4667,*0000000011000100,5.48877,0.1586,*0000000001000100,0.1315,96.768,*0000000000000100,8.228,*0000000001000100,5.432314145,-9999999,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
