latitude,longitude,source_file,station_name
44.37944,-125.95555,CEAbottle_Unique_Counts.csv,
44.37944,-125.95555,CEAbottle_Unique_Counts.csv,
44.37944,-125.95555,CEAbottle_Unique_Counts.csv,
44.37944,-125.95555,CEAbottle_Unique_Counts.csv,
44.37944,-125.95555,CEAbottle_Unique_Counts.csv,
44.37944,-125.95555,CEAbottle_Unique_Counts.csv,
44.37944,-125.95555,CEAbottle_Unique_Counts.csv,
44.37944,-125.95555,CEAbottle_Unique_Counts.csv,
44.37944,-125.95555,CEAbottle_Unique_Counts.csv,
44.37944,-125.95555,CEAbottle_Unique_Counts.csv,
44.37944,-125.95555,CEAbottle_Unique_Counts.csv,
44.37944,-125.95555,CEAbottle_Unique_Counts.csv,
45.84194,-129.75916,CEAbottle_Unique_Counts.csv,
45.84194,-129.75916,CEAbottle_Unique_Counts.csv,
45.84194,-129.75916,CEAbottle_Unique_Counts.csv,
45.84194,-129.75916,CEAbottle_Unique_Counts.csv,
45.84194,-129.75916,CEAbottle_Unique_Counts.csv,
45.84194,-129.75916,CEAbottle_Unique_Counts.csv,
45.84194,-129.75916,CEAbottle_Unique_Counts.csv,
45.84194,-129.75916,CEAbottle_Unique_Counts.csv,
45.84194,-129.75916,CEAbottle_Unique_Counts.csv,
45.84194,-129.75916,CEAbottle_Unique_Counts.csv,
45.84194,-129.75916,CEAbottle_Unique_Counts.csv,
45.84194,-129.75916,CEAbottle_Unique_Counts.csv,
44.36972,-124.96,CEAbottle_Unique_Counts.csv,
44.36972,-124.96,CEAbottle_Unique_Counts.csv,
44.36972,-124.96,CEAbottle_Unique_Counts.csv,
44.36972,-124.96,CEAbottle_Unique_Counts.csv,
44.36972,-124.96,CEAbottle_Unique_Counts.csv,
44.36972,-124.96,CEAbottle_Unique_Counts.csv,
44.36972,-124.96,CEAbottle_Unique_Counts.csv,
44.36972,-124.96,CEAbottle_Unique_Counts.csv,
44.36972,-124.96,CEAbottle_Unique_Counts.csv,
44.37417,-124.95017,CEAbottle_Unique_Counts.csv,
44.37417,-124.95017,CEAbottle_Unique_Counts.csv,
44.37417,-124.95017,CEAbottle_Unique_Counts.csv,
44.37417,-124.95017,CEAbottle_Unique_Counts.csv,
44.37417,-124.95017,CEAbottle_Unique_Counts.csv,
44.37417,-124.95017,CEAbottle_Unique_Counts.csv,
44.37417,-124.95017,CEAbottle_Unique_Counts.csv,
44.37417,-124.95017,CEAbottle_Unique_Counts.csv,
44.37417,-124.95017,CEAbottle_Unique_Counts.csv,
44.37417,-124.95017,CEAbottle_Unique_Counts.csv,
44.37417,-124.95017,CEAbottle_Unique_Counts.csv,
44.37417,-124.95017,CEAbottle_Unique_Counts.csv,
44.37417,-124.95017,CEAbottle_Unique_Counts.csv,
44.37417,-124.95017,CEAbottle_Unique_Counts.csv,
44.37417,-124.95017,CEAbottle_Unique_Counts.csv,
45.83017,-129.74617,CEAbottle_Unique_Counts.csv,
45.83017,-129.74617,CEAbottle_Unique_Counts.csv,
45.83017,-129.74617,CEAbottle_Unique_Counts.csv,
45.83017,-129.74617,CEAbottle_Unique_Counts.csv,
45.83017,-129.74617,CEAbottle_Unique_Counts.csv,
45.83017,-129.74617,CEAbottle_Unique_Counts.csv,
45.83017,-129.74617,CEAbottle_Unique_Counts.csv,
45.83017,-129.74617,CEAbottle_Unique_Counts.csv,
45.83017,-129.74617,CEAbottle_Unique_Counts.csv,
45.83017,-129.74617,CEAbottle_Unique_Counts.csv,
45.83017,-129.74617,CEAbottle_Unique_Counts.csv,
45.83017,-129.74617,CEAbottle_Unique_Counts.csv,
45.8305,-129.74983,CEAbottle_Unique_Counts.csv,
45.8305,-129.74983,CEAbottle_Unique_Counts.csv,
45.8305,-129.74983,CEAbottle_Unique_Counts.csv,
45.8305,-129.74983,CEAbottle_Unique_Counts.csv,
45.8305,-129.74983,CEAbottle_Unique_Counts.csv,
45.8305,-129.74983,CEAbottle_Unique_Counts.csv,
45.8305,-129.74983,CEAbottle_Unique_Counts.csv,
45.8305,-129.74983,CEAbottle_Unique_Counts.csv,
45.8305,-129.74983,CEAbottle_Unique_Counts.csv,
45.8305,-129.74983,CEAbottle_Unique_Counts.csv,
45.8305,-129.74983,CEAbottle_Unique_Counts.csv,
45.8305,-129.74983,CEAbottle_Unique_Counts.csv,
45.8305,-129.74983,CEAbottle_Unique_Counts.csv,
45.8305,-129.74983,CEAbottle_Unique_Counts.csv,
45.8305,-129.74983,CEAbottle_Unique_Counts.csv,
